ClaimID,CustomerID,ProductID,StoreID,PurchaseDate,ClaimDate,Issue,Status,WarrantyMonths
WC001226,CUST019198,P0480,ST0053,2023-06-03,2023-08-26,Network/SIM issue,Resolved,12
WC001921,CUST043044,P0209,ST0014,2023-01-21,2023-08-26,Screen flickering,Resolved,12
WC002231,CUST021547,P0590,ST0059,2023-01-02,2023-08-26,Physical damage - screen crack,Resolved,12
WC002825,CUST041891,P0049,ST0038,2022-11-30,2023-08-26,Camera not focusing,Resolved,12
WC002987,CUST016732,P0224,ST0011,2023-04-21,2023-08-26,Speaker/mic not working,Replaced,12
WC005402,CUST034724,P0002,ST0034,2023-01-04,2023-08-26,Charging port not working,Pending Pickup,12
WC005443,CUST049677,P0382,ST0025,2023-04-05,2023-08-26,Overheating during use,Pending Pickup,12
WC000456,CUST044434,P0596,ST0058,2023-04-29,2023-08-27,Overheating during use,Resolved,12
WC001720,CUST031442,P0280,ST0007,2022-02-20,2023-08-27,Network/SIM issue,Resolved,24
WC001723,CUST013685,P0508,ST0036,2023-02-01,2023-08-27,Charging port not working,Resolved,12
WC001877,CUST013240,P0472,ST0043,2022-03-06,2023-08-27,Battery draining fast,Resolved,24
WC002470,CUST044259,P0149,ST0052,2022-10-13,2023-08-27,Charging port not working,Resolved,12
WC002723,CUST046938,P0156,ST0051,2023-07-15,2023-08-27,Charging port not working,Resolved,12
WC003450,CUST019305,P0190,ST0050,2022-09-07,2023-08-27,Camera not focusing,Replaced,12
WC004404,CUST046979,P0241,ST0053,2023-07-19,2023-08-27,Speaker/mic not working,In Progress,12
WC004642,CUST027494,P0542,ST0040,2023-07-14,2023-08-27,Screen flickering,Replaced,12
WC005439,CUST027280,P0448,ST0039,2022-01-07,2023-08-27,Overheating during use,Replaced,24
WC001677,CUST042090,P0485,ST0053,2023-04-04,2023-08-28,Camera not focusing,Rejected - Out of Warranty,12
WC001774,CUST001786,P0505,ST0058,2022-11-09,2023-08-28,Software update issue,In Progress,12
WC002927,CUST016128,P0077,ST0021,2023-01-27,2023-08-28,Screen flickering,In Progress,12
WC004527,CUST011365,P0166,ST0012,2023-06-18,2023-08-28,Network/SIM issue,In Progress,12
WC000347,CUST029219,P0579,ST0025,2023-06-14,2023-08-29,Overheating during use,Resolved,12
WC000575,CUST043915,P0166,ST0002,2023-05-31,2023-08-29,Network/SIM issue,Rejected - Out of Warranty,12
WC000711,CUST007413,P0406,ST0015,2023-08-24,2023-08-29,Charging port not working,Resolved,12
WC003453,CUST048187,P0241,ST0027,2023-01-15,2023-08-29,Water damage,In Progress,12
WC004500,CUST013822,P0244,ST0019,2023-03-30,2023-08-29,Water damage,Pending Pickup,12
WC005245,CUST048206,P0364,ST0002,2021-10-05,2023-08-29,Overheating during use,In Progress,24
WC005338,CUST003479,P0044,ST0048,2023-01-16,2023-08-29,Screen flickering,In Progress,12
WC002084,CUST032338,P0203,ST0010,2023-07-13,2023-08-30,Network/SIM issue,Rejected - Out of Warranty,12
WC002476,CUST031963,P0401,ST0011,2023-06-24,2023-08-30,Speaker/mic not working,Resolved,12
WC002570,CUST007297,P0524,ST0060,2023-02-02,2023-08-30,Screen flickering,Pending Pickup,12
WC002674,CUST024023,P0117,ST0011,2023-03-21,2023-08-30,Charging port not working,Resolved,12
WC004931,CUST028698,P0294,ST0021,2023-01-22,2023-08-30,Software update issue,Resolved,12
WC005250,CUST007393,P0217,ST0036,2022-09-17,2023-08-30,Network/SIM issue,Replaced,12
WC001444,CUST003023,P0507,ST0049,2022-10-23,2023-08-31,Speaker/mic not working,Replaced,12
WC003231,CUST013784,P0270,ST0057,2022-09-17,2023-08-31,Charging port not working,Resolved,12
WC003269,CUST041561,P0464,ST0054,2023-05-04,2023-08-31,Physical damage - screen crack,Replaced,12
WC004128,CUST000098,P0343,ST0054,2023-08-21,2023-08-31,Physical damage - screen crack,Resolved,24
WC004956,CUST034996,P0346,ST0053,2022-12-10,2023-08-31,Physical damage - screen crack,Resolved,12
WC005259,CUST044960,P0107,ST0047,2023-04-15,2023-08-31,Screen flickering,Resolved,12
WC005455,CUST017492,P0011,ST0008,2023-05-01,2023-08-31,Network/SIM issue,Pending Pickup,12
WC000460,CUST040013,P0040,ST0028,2023-04-23,2023-09-01,Water damage,Resolved,12
WC001252,CUST034089,P0130,ST0031,2022-11-18,2023-09-01,Speaker/mic not working,Replaced,12
WC001504,CUST045028,P0476,ST0032,2021-11-25,2023-09-01,Software update issue,Pending Pickup,24
WC002795,CUST034872,P0493,ST0030,2022-10-20,2023-09-01,Network/SIM issue,Replaced,12
WC005387,CUST016200,P0515,ST0024,2022-12-09,2023-09-01,Physical damage - screen crack,Resolved,12
WC001825,CUST028964,P0294,ST0019,2023-08-04,2023-09-02,Camera not focusing,Replaced,12
WC002184,CUST013702,P0469,ST0017,2023-06-08,2023-09-02,Overheating during use,Resolved,12
WC005554,CUST043317,P0280,ST0024,2023-06-25,2023-09-02,Water damage,Pending Pickup,24
WC005744,CUST037741,P0503,ST0060,2022-11-27,2023-09-02,Water damage,Resolved,12
WC001410,CUST038913,P0586,ST0025,2022-11-02,2023-09-03,Speaker/mic not working,In Progress,12
WC001904,CUST044640,P0329,ST0012,2023-03-28,2023-09-03,Water damage,Pending Pickup,12
WC002688,CUST018227,P0565,ST0020,2022-11-04,2023-09-03,Speaker/mic not working,In Progress,12
WC003009,CUST033092,P0227,ST0007,2022-08-09,2023-09-03,Charging port not working,Resolved,24
WC003114,CUST035179,P0450,ST0029,2023-04-26,2023-09-03,Software update issue,Resolved,12
WC005016,CUST046924,P0187,ST0047,2023-07-30,2023-09-03,Network/SIM issue,Resolved,12
WC005565,CUST035635,P0446,ST0004,2022-11-19,2023-09-03,Speaker/mic not working,Replaced,12
WC000004,CUST019102,P0115,ST0015,2023-04-29,2023-09-04,Water damage,In Progress,12
WC000163,CUST011319,P0494,ST0043,2023-07-29,2023-09-04,Screen flickering,In Progress,12
WC001548,CUST048023,P0381,ST0033,2022-12-06,2023-09-04,Water damage,Resolved,12
WC002104,CUST015023,P0279,ST0029,2023-05-10,2023-09-04,Overheating during use,Resolved,12
WC002553,CUST007771,P0492,ST0006,2023-05-04,2023-09-04,Network/SIM issue,Resolved,12
WC000354,CUST012092,P0429,ST0011,2023-06-19,2023-09-05,Overheating during use,Resolved,12
WC000788,CUST046926,P0267,ST0017,2023-01-17,2023-09-05,Overheating during use,Resolved,12
WC002993,CUST000455,P0579,ST0059,2023-07-09,2023-09-05,Water damage,Pending Pickup,12
WC003822,CUST003520,P0073,ST0019,2022-10-28,2023-09-05,Camera not focusing,Resolved,12
WC005594,CUST042172,P0309,ST0051,2023-03-21,2023-09-05,Battery draining fast,Resolved,12
WC005951,CUST038070,P0158,ST0014,2021-09-28,2023-09-05,Water damage,Resolved,24
WC000444,CUST000556,P0565,ST0016,2022-12-24,2023-09-06,Physical damage - screen crack,Resolved,12
WC002670,CUST044421,P0340,ST0017,2023-04-04,2023-09-06,Battery draining fast,In Progress,12
WC003484,CUST044547,P0157,ST0044,2023-07-06,2023-09-06,Network/SIM issue,Resolved,12
WC003604,CUST040866,P0084,ST0058,2022-10-13,2023-09-06,Software update issue,In Progress,12
WC005685,CUST007988,P0440,ST0014,2023-04-28,2023-09-06,Water damage,Resolved,12
WC001786,CUST046413,P0413,ST0042,2023-04-02,2023-09-07,Physical damage - screen crack,Pending Pickup,12
WC003245,CUST035103,P0420,ST0013,2022-10-20,2023-09-07,Speaker/mic not working,Resolved,12
WC003494,CUST036032,P0531,ST0055,2023-01-12,2023-09-07,Speaker/mic not working,Resolved,12
WC004231,CUST046064,P0352,ST0032,2023-08-24,2023-09-07,Screen flickering,Replaced,12
WC005953,CUST042221,P0070,ST0005,2023-01-03,2023-09-07,Physical damage - screen crack,Resolved,12
WC000745,CUST016623,P0022,ST0020,2023-01-09,2023-09-08,Physical damage - screen crack,Resolved,12
WC002344,CUST000081,P0354,ST0037,2023-08-19,2023-09-08,Charging port not working,In Progress,12
WC005517,CUST044879,P0068,ST0018,2022-10-23,2023-09-08,Speaker/mic not working,Resolved,12
WC005663,CUST038432,P0373,ST0060,2022-12-24,2023-09-08,Charging port not working,Resolved,12
WC001141,CUST020175,P0242,ST0055,2022-11-07,2023-09-09,Speaker/mic not working,Resolved,12
WC001431,CUST023826,P0113,ST0058,2023-07-26,2023-09-09,Charging port not working,Resolved,12
WC002143,CUST033902,P0019,ST0039,2023-04-22,2023-09-09,Speaker/mic not working,Resolved,12
WC002157,CUST031725,P0011,ST0007,2023-08-04,2023-09-09,Screen flickering,Rejected - Out of Warranty,12
WC003207,CUST001223,P0600,ST0052,2023-07-31,2023-09-09,Charging port not working,Resolved,12
WC003919,CUST016175,P0324,ST0016,2022-12-31,2023-09-09,Physical damage - screen crack,Pending Pickup,12
WC004441,CUST042793,P0215,ST0039,2022-12-31,2023-09-09,Charging port not working,In Progress,12
WC004525,CUST037351,P0535,ST0059,2022-09-28,2023-09-09,Network/SIM issue,Replaced,12
WC005403,CUST034611,P0443,ST0030,2022-12-17,2023-09-09,Physical damage - screen crack,Resolved,12
WC005799,CUST039365,P0256,ST0037,2023-04-20,2023-09-09,Software update issue,Pending Pickup,12
WC000145,CUST023332,P0504,ST0028,2023-04-18,2023-09-10,Overheating during use,Resolved,12
WC000370,CUST012767,P0335,ST0029,2023-08-22,2023-09-10,Speaker/mic not working,Replaced,12
WC000854,CUST033452,P0001,ST0037,2023-04-22,2023-09-10,Overheating during use,In Progress,12
WC003671,CUST031019,P0091,ST0034,2023-09-02,2023-09-10,Camera not focusing,Pending Pickup,12
WC003677,CUST021969,P0344,ST0057,2023-05-03,2023-09-10,Water damage,Resolved,12
WC004816,CUST016257,P0241,ST0012,2023-02-22,2023-09-10,Overheating during use,Pending Pickup,12
WC000670,CUST036396,P0114,ST0040,2023-07-17,2023-09-11,Water damage,Replaced,12
WC002060,CUST014725,P0343,ST0029,2022-01-21,2023-09-11,Screen flickering,Pending Pickup,24
WC002155,CUST001857,P0329,ST0021,2023-03-01,2023-09-11,Battery draining fast,Rejected - Out of Warranty,12
WC005880,CUST048940,P0139,ST0016,2023-06-18,2023-09-11,Software update issue,In Progress,24
WC000239,CUST016352,P0084,ST0037,2022-10-25,2023-09-12,Overheating during use,Rejected - Out of Warranty,12
WC001671,CUST037135,P0572,ST0020,2022-08-05,2023-09-12,Camera not focusing,Resolved,24
WC002163,CUST029162,P0180,ST0043,2022-10-11,2023-09-12,Software update issue,Replaced,12
WC003738,CUST046626,P0125,ST0038,2023-08-25,2023-09-12,Charging port not working,In Progress,12
WC001073,CUST003873,P0120,ST0002,2023-08-25,2023-09-13,Charging port not working,Resolved,12
WC001903,CUST037084,P0172,ST0001,2023-03-12,2023-09-13,Overheating during use,Replaced,12
WC002959,CUST027715,P0444,ST0031,2023-02-27,2023-09-13,Battery draining fast,Pending Pickup,12
WC004298,CUST039965,P0515,ST0009,2023-07-05,2023-09-13,Battery draining fast,Replaced,12
WC004570,CUST027155,P0554,ST0034,2023-09-04,2023-09-13,Battery draining fast,Resolved,12
WC004620,CUST015402,P0239,ST0031,2023-04-12,2023-09-13,Charging port not working,Resolved,12
WC000352,CUST017473,P0284,ST0020,2023-06-01,2023-09-14,Speaker/mic not working,Rejected - Out of Warranty,12
WC000619,CUST004547,P0567,ST0055,2023-04-08,2023-09-14,Physical damage - screen crack,Rejected - Out of Warranty,12
WC000899,CUST000382,P0472,ST0015,2021-10-24,2023-09-14,Screen flickering,Resolved,24
WC004803,CUST043395,P0316,ST0038,2022-09-20,2023-09-14,Physical damage - screen crack,Resolved,12
WC000075,CUST009679,P0074,ST0046,2023-09-07,2023-09-15,Water damage,Pending Pickup,24
WC000077,CUST002173,P0582,ST0058,2023-05-01,2023-09-15,Network/SIM issue,Resolved,24
WC002585,CUST013306,P0292,ST0002,2022-12-07,2023-09-15,Physical damage - screen crack,Pending Pickup,12
WC005944,CUST023221,P0023,ST0055,2023-07-11,2023-09-15,Water damage,Resolved,12
WC000532,CUST003505,P0087,ST0021,2021-12-02,2023-09-16,Water damage,Resolved,24
WC001737,CUST003940,P0206,ST0036,2022-09-30,2023-09-16,Water damage,Pending Pickup,12
WC002054,CUST025651,P0319,ST0050,2022-10-15,2023-09-16,Camera not focusing,Pending Pickup,12
WC003365,CUST027120,P0411,ST0030,2023-03-30,2023-09-16,Network/SIM issue,Resolved,12
WC003380,CUST040455,P0363,ST0006,2023-06-25,2023-09-16,Physical damage - screen crack,Resolved,12
WC003886,CUST002900,P0577,ST0029,2023-05-31,2023-09-16,Speaker/mic not working,Resolved,12
WC004558,CUST002320,P0571,ST0005,2023-04-18,2023-09-16,Network/SIM issue,Replaced,12
WC000227,CUST000862,P0285,ST0058,2023-03-03,2023-09-17,Physical damage - screen crack,Resolved,12
WC000380,CUST043316,P0242,ST0031,2022-09-25,2023-09-17,Battery draining fast,Resolved,12
WC002296,CUST043743,P0055,ST0056,2023-06-05,2023-09-17,Network/SIM issue,Resolved,12
WC002532,CUST041148,P0454,ST0026,2023-04-17,2023-09-17,Physical damage - screen crack,Replaced,12
WC004938,CUST036814,P0426,ST0037,2023-07-01,2023-09-17,Physical damage - screen crack,Resolved,12
WC005792,CUST001721,P0230,ST0009,2022-09-28,2023-09-17,Water damage,Replaced,12
WC002087,CUST042283,P0458,ST0022,2023-04-20,2023-09-18,Battery draining fast,Replaced,12
WC005092,CUST015764,P0014,ST0020,2023-02-01,2023-09-18,Water damage,Resolved,12
WC001354,CUST010587,P0365,ST0046,2022-12-07,2023-09-19,Screen flickering,Resolved,12
WC002168,CUST018806,P0479,ST0042,2023-06-13,2023-09-19,Camera not focusing,Resolved,12
WC005996,CUST001931,P0062,ST0013,2023-01-06,2023-09-19,Overheating during use,Resolved,12
WC001541,CUST004091,P0383,ST0051,2022-11-12,2023-09-20,Software update issue,Pending Pickup,24
WC001704,CUST039044,P0505,ST0049,2023-04-12,2023-09-20,Charging port not working,In Progress,12
WC005035,CUST044790,P0535,ST0021,2023-02-11,2023-09-20,Water damage,Replaced,12
WC005629,CUST010539,P0160,ST0027,2023-08-28,2023-09-20,Physical damage - screen crack,Resolved,12
WC000363,CUST032194,P0561,ST0059,2023-09-02,2023-09-21,Physical damage - screen crack,Resolved,12
WC003131,CUST029803,P0153,ST0045,2022-10-22,2023-09-21,Screen flickering,Resolved,12
WC004051,CUST048238,P0473,ST0024,2022-12-20,2023-09-21,Battery draining fast,In Progress,12
WC004078,CUST018635,P0590,ST0004,2023-03-20,2023-09-21,Charging port not working,Rejected - Out of Warranty,12
WC000010,CUST044342,P0467,ST0060,2023-03-05,2023-09-22,Network/SIM issue,In Progress,12
WC002843,CUST000386,P0074,ST0041,2022-12-17,2023-09-22,Charging port not working,Resolved,24
WC005666,CUST034899,P0344,ST0013,2023-07-07,2023-09-22,Camera not focusing,Resolved,12
WC000376,CUST003365,P0285,ST0054,2023-07-15,2023-09-23,Camera not focusing,Resolved,12
WC002297,CUST024688,P0450,ST0056,2023-08-07,2023-09-23,Overheating during use,Pending Pickup,12
WC004184,CUST024387,P0332,ST0026,2023-05-10,2023-09-23,Camera not focusing,Replaced,12
WC005777,CUST041700,P0172,ST0035,2023-04-17,2023-09-23,Camera not focusing,Resolved,12
WC001291,CUST043108,P0057,ST0007,2023-01-01,2023-09-24,Software update issue,Resolved,12
WC003644,CUST048454,P0563,ST0006,2022-01-27,2023-09-24,Physical damage - screen crack,Pending Pickup,24
WC003841,CUST016110,P0164,ST0051,2023-09-04,2023-09-24,Speaker/mic not working,In Progress,12
WC004622,CUST048211,P0174,ST0016,2022-11-04,2023-09-24,Screen flickering,Resolved,12
WC005913,CUST012901,P0210,ST0019,2022-12-25,2023-09-24,Physical damage - screen crack,Resolved,12
WC000534,CUST028794,P0580,ST0039,2023-01-13,2023-09-25,Camera not focusing,Resolved,12
WC000635,CUST022401,P0570,ST0004,2023-05-23,2023-09-25,Software update issue,In Progress,12
WC002420,CUST018438,P0516,ST0056,2022-12-26,2023-09-25,Camera not focusing,In Progress,12
WC003040,CUST043857,P0520,ST0022,2023-07-27,2023-09-25,Charging port not working,Resolved,12
WC003760,CUST001384,P0085,ST0056,2022-10-25,2023-09-25,Water damage,Resolved,12
WC004246,CUST044790,P0468,ST0010,2022-10-17,2023-09-25,Screen flickering,Replaced,12
WC004408,CUST038147,P0534,ST0018,2023-08-12,2023-09-25,Overheating during use,Rejected - Out of Warranty,24
WC000785,CUST022534,P0380,ST0011,2023-01-26,2023-09-26,Speaker/mic not working,Resolved,12
WC002039,CUST016396,P0512,ST0026,2022-12-02,2023-09-26,Software update issue,Replaced,12
WC003853,CUST033709,P0078,ST0060,2023-05-21,2023-09-26,Battery draining fast,Pending Pickup,12
WC000820,CUST019963,P0061,ST0031,2023-04-19,2023-09-27,Network/SIM issue,Resolved,12
WC001320,CUST022214,P0133,ST0001,2023-02-20,2023-09-27,Camera not focusing,Pending Pickup,12
WC003476,CUST031892,P0511,ST0044,2023-03-28,2023-09-27,Water damage,Resolved,12
WC005029,CUST022645,P0051,ST0056,2022-12-30,2023-09-27,Speaker/mic not working,In Progress,12
WC005322,CUST000483,P0413,ST0020,2023-08-24,2023-09-27,Battery draining fast,Resolved,12
WC005775,CUST036416,P0269,ST0055,2023-08-01,2023-09-27,Camera not focusing,In Progress,12
WC001956,CUST009084,P0007,ST0055,2022-10-11,2023-09-28,Overheating during use,In Progress,12
WC003091,CUST028690,P0230,ST0049,2022-12-26,2023-09-28,Software update issue,Resolved,12
WC003741,CUST043808,P0272,ST0024,2023-08-23,2023-09-28,Screen flickering,Pending Pickup,12
WC004172,CUST045615,P0516,ST0050,2023-07-03,2023-09-28,Camera not focusing,Rejected - Out of Warranty,12
WC004225,CUST034665,P0496,ST0014,2023-04-25,2023-09-28,Camera not focusing,Resolved,12
WC002244,CUST035612,P0559,ST0006,2021-12-23,2023-09-29,Software update issue,Replaced,24
WC003917,CUST009156,P0086,ST0038,2023-05-17,2023-09-29,Software update issue,Rejected - Out of Warranty,12
WC005914,CUST012800,P0318,ST0025,2023-09-27,2023-09-29,Speaker/mic not working,Rejected - Out of Warranty,12
WC000022,CUST028704,P0439,ST0002,2022-11-15,2023-09-30,Camera not focusing,Resolved,12
WC001886,CUST024798,P0278,ST0038,2023-03-24,2023-09-30,Network/SIM issue,Resolved,12
WC002667,CUST009839,P0039,ST0030,2023-03-27,2023-09-30,Speaker/mic not working,Resolved,12
WC004185,CUST028289,P0473,ST0031,2023-03-06,2023-09-30,Screen flickering,In Progress,12
WC004859,CUST023343,P0597,ST0012,2022-11-28,2023-09-30,Camera not focusing,In Progress,12
WC005133,CUST041169,P0166,ST0003,2022-12-13,2023-09-30,Camera not focusing,Resolved,12
WC005355,CUST013592,P0203,ST0037,2023-04-02,2023-09-30,Software update issue,Replaced,12
WC005810,CUST021541,P0571,ST0003,2023-07-07,2023-09-30,Physical damage - screen crack,Replaced,12
WC000326,CUST039023,P0069,ST0006,2023-03-14,2023-10-01,Screen flickering,Pending Pickup,12
WC001487,CUST030906,P0460,ST0001,2022-11-21,2023-10-01,Water damage,Replaced,12
WC002280,CUST040477,P0380,ST0011,2023-09-01,2023-10-01,Physical damage - screen crack,Pending Pickup,12
WC005511,CUST012006,P0592,ST0030,2022-01-21,2023-10-01,Software update issue,Rejected - Out of Warranty,24
WC005946,CUST002662,P0387,ST0031,2022-12-28,2023-10-01,Charging port not working,Resolved,12
WC000945,CUST026701,P0154,ST0029,2022-10-15,2023-10-02,Speaker/mic not working,Resolved,12
WC001335,CUST007288,P0425,ST0023,2023-01-03,2023-10-02,Speaker/mic not working,Resolved,12
WC002182,CUST013276,P0308,ST0020,2023-04-29,2023-10-02,Water damage,Resolved,12
WC002230,CUST048349,P0503,ST0017,2023-05-08,2023-10-02,Network/SIM issue,Resolved,12
WC002550,CUST020110,P0274,ST0028,2023-03-26,2023-10-02,Camera not focusing,Pending Pickup,12
WC004402,CUST041496,P0266,ST0034,2023-01-15,2023-10-02,Software update issue,Pending Pickup,12
WC005936,CUST007884,P0021,ST0019,2023-05-18,2023-10-02,Charging port not working,In Progress,12
WC004020,CUST033046,P0110,ST0030,2022-11-01,2023-10-03,Charging port not working,Resolved,12
WC000986,CUST034326,P0575,ST0014,2022-08-01,2023-10-04,Camera not focusing,Replaced,24
WC001123,CUST018378,P0597,ST0022,2023-08-07,2023-10-04,Water damage,Pending Pickup,12
WC001524,CUST044038,P0326,ST0038,2023-09-30,2023-10-04,Screen flickering,Pending Pickup,12
WC003294,CUST005343,P0289,ST0010,2023-01-20,2023-10-04,Software update issue,In Progress,24
